agency,committee_url,name,status,url_from,url_to
National Science Foundation,mailto:aakay@nsf.gov,Proposal Review Panel for Civil and Mechanical Systems,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h2uRAAQ
National Science Foundation,mailto:sstephen@nsf.gov,Oversight Council for the International Arctic Research Center,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h2VQAAY
National Science Foundation,mailto:rwellek@nsf.gov,Proposal Review Panel for Chemical and Transport Systems,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h2sVAAQ
National Science Foundation,mailto:gandrews@nsf.gov,Proposal Review Panel for Experimental and Integrative Activities,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h3TlAAI
National Science Foundation,mailto:qwheeler@nsf.gov,Advisory Panel for Systematic and Population Biology,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h4RAAAY
National Science Foundation,http://www.nsf.gov/nsb,"Commission on 21st Century Education in Science, Technology, Engineering, and Mathematics",Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h2rmAAA
National Science Foundation,mailto:jlrichar@nsf.gov,NSB Public Service Award Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h2S8AAI
National Science Foundation,mailto:mfrase@nsf.gov,Advisory Panel for Science Resources Studies,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h3uxAAA
National Science Foundation,mailto:kshedloc@nsf.gov,EarthScope Science and Education Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h33ZAAQ
National Science Foundation,http://www.nsf.gov/od/cawmset,"Commission on the Advancement of Women and Minorities in Science, Engineering, and Technology Development",Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h4aSAAQ
National Science Foundation,mailto:qwheeler@nsf.gov,Advisory Panel for Ecological Studies,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h4S6AAI
National Science Foundation,mailto:dnewlon@nsf.gov,"Advisory Panel for Methods, Cross-Directorate and Science and Society",Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h4QtAAI
National Science Foundation,mailto:dnewlon@nsf.gov,"Advisory Panel for Economics, Decision, and Management Sciences",Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h4RKAAY
National Science Foundation,http://None,Advisory Committee for Physical Anthropology and Archaeology Data Sharing,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h3PyAAI
National Science Foundation,mailto:jhenness@nsf.gov,Advisory Committee for Small Business Industrial Innovation,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h2yEAAQ
National Science Foundation,mailto:mrubenst@nsf.gov,Advisory Committee for GPRA Performance Assessment,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h1Q2AAI
National Science Foundation,https://nsf.gov/ehr/STEMEdAdvisory.jsp,STEM Education Advisory Panel,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzv7AAA
National Science Foundation,mailto:atomkins@nsf.gov,Proposal Review Panel for Social and Economic Sciences,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzmIAAQ
National Science Foundation,mailto:rowright@nsf.gov,Proposal Review Panel for Undergraduate Education,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzxVAAQ
National Science Foundation,mailto:khenders@nsf.gov,"Proposal Review Panel for Social, Behavioral and Economic Sciences",Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzoaAAA
National Science Foundation,mailto:pfreeman@nsf.gov,Advisory Committee for Cyberinsfrastructure,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h3qyAAA
National Science Foundation,mailto:kfalkner@nsf.gov,Proposal Review Panel for Polar Programs,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzybAAA
National Science Foundation,mailto:ekheit@nsf.gov,Proposal Review Panel for Research on Learning in Formal and Informal Settings,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzvpAAA
National Science Foundation,mailto:sgonzale@nsf.gov,Proposal Review Panel for Physics,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzl7AAA
National Science Foundation,mailto:tquinn@nsf.gov,Proposal Review Panel for Ocean Sciences,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzm2AAA
National Science Foundation,mailto:lsapocha@nsf.gov,Proposal Review Panel for Materials Research,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzwZAAQ
National Science Foundation,mailto:tgood@nsf.gov,Proposal Review Panel for Molecular and Cellular Biosciences,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzyVAAQ
National Science Foundation,mailto:rlkeiser@nsf.gov,Proposal Review Panel for International Science and Engineering,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzvMAAQ
National Science Foundation,mailto:dmanahan@nsf.gov,Proposal Review Panel for Integrative Organismal Systems,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzxTAAQ
National Science Foundation,mailto:hwactlar@nsf.gov,Proposal Review Panel for Information and Intelligent Systems,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzxHAAQ
National Science Foundation,mailto:siacono@nsf.gov,Proposal Review Panel for Integrative Activities,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzx3AAA
National Science Foundation,mailto:nkannan@nsf.gov,Proposal Review Panel for Graduate Education,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzvzAAA
National Science Foundation,mailto:gnarcho@nsf.gov,Proposal Review Panel for Industrial Innovation and Partnerships,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzv5AAA
National Science Foundation,mailto:ezanzerk@nsf.gov,Proposal Review Panel for Geosciences,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzw9AAA
National Science Foundation,mailto:tluo@nsf.gov,Proposal Review Panel for Mathematical Sciences,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzyvAAA
National Science Foundation,mailto:jtupas@nsf.gov,Proposal Review Panel for Human Resource Development,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzvZAAQ
National Science Foundation,mailto:wrcleave@nsf.gov,Proposal Review Panel for Computing & Communication Foundations,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzxPAAQ
National Science Foundation,mailto:pmabee@nsf.gov,Proposal Review Panel for Environmental Biology,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzpeAAA
National Science Foundation,mailto:bmiller@nsf.gov,Proposal Review Panel for Emerging Frontiers in Biological Sciences,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzv6AAA
National Science Foundation,mailto:dmillard@nsf.gov,Proposal Review Panel for Engineering Education and Centers,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzvwAAA
National Science Foundation,mailto:fbarto@nsf.gov,"Proposal Review Panel for Electrical, Communications, and Cyber Systems",Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzvyAAA
National Science Foundation,mailto:lpatino@nsf.gov,Proposal Review Panel for Earth Sciences,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gznyAAA
National Science Foundation,mailto:mparasha@nsf.gov,Proposal Review Panel for Cyberinfrastructure,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzklAAA
National Science Foundation,mailto:srastega@nsf.gov,Proposal Review Panel for Emerging Frontiers and Multidisciplinary Activities,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzy1AAA
National Science Foundation,mailto:kcalvert@nsf.gov,Proposal Review Panel for Computer and Network Systems,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzkBAAQ
National Science Foundation,mailto:mposton@nsf.gov,Proposal Review Panel for Biological Infrastructure,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzxBAAQ
National Science Foundation,mailto:msebrech@nsf.gov,Proposal Review Panel for Behavioral and Cognitive Sciences,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzxXAAQ
National Science Foundation,mailto:cbessel@nsf.gov,Proposal Review Panel for Chemistry,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzxbAAA
National Science Foundation,mailto:rdickins@nsf.gov,"Proposal Review Panel for Chemical, Bioengineering, Environmental, and Transport Systems",Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzycAAA
National Science Foundation,mailto:abamzai@nsf.gov,Proposal Review Panel for Atmospheric and Geospace Sciences,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzx2AAA
National Science Foundation,mailto:mtoney@nsf.gov,"Proposal Review Panel for Civil, Mechanical, and Manufacturing Innovation",Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzwEAAQ
National Science Foundation,mailto:ricgreen@nsf.gov,Proposal Review Panel for Astronomical Sciences,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzyjAAA
National Science Foundation,https://www.nsf.gov/od/waterman/waterman_cmte.jsp,Alan T. Waterman Award Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzz7AAA
National Science Foundation,https://www.nsf.gov/oirm/bocomm,Business and Operations Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzxRAAQ
National Science Foundation,https://www.nsf.gov/sbe/advisory.jsp,"Advisory Committee for Social, Behavioral, and Economic Sciences",Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzttAAA
National Science Foundation,https://www.nsf.gov/geo/opp/advisory.jsp,Advisory Committee for Polar Programs,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzvmAAA
National Science Foundation,https://www.nsf.gov/mps/ast/aaac.jsp,Astronomy and Astrophysics Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzkiAAA
National Science Foundation,https://www.nsf.gov/od/nms/medal.jsp,President's Committee on the National Medal of Science,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzuMAAQ
National Science Foundation,https://www.nsf.gov/od/oia/activities/ceose/,Committee on Equal Opportunities in Science and Engineering,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzvGAAQ
National Science Foundation,https://www.nsf.gov/ehr/advisory.jsp,Advisory Committee for Education and Human Resources,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzyqAAA
National Science Foundation,https://www.nsf.gov/ere/ereweb/advisory.jsp,Advisory Committee for Environmental Research and Education,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzv8AAA
National Science Foundation,https://www.nsf.gov/eng/advisory.jsp,Advisory Committee for Engineering,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzyRAAQ
National Science Foundation,https://www.nsf.gov/mps/advisory.jsp,Advisory Committee for Mathematical and Physical Sciences,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzwKAAQ
National Science Foundation,mailto:siacono@nsf.gov,Advisory Committee for Integrative Activities,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzmVAAQ
